%time,field.header.seq,field.header.stamp,field.header.frame_id,field.sensors_val0.header.seq,field.sensors_val0.header.stamp,field.sensors_val0.header.frame_id,field.sensors_val0.S_Ax,field.sensors_val0.S_Ay,field.sensors_val0.S_Az,field.sensors_val0.S_Mx,field.sensors_val0.S_My,field.sensors_val0.S_Mz,field.sensors_val0.S_Gx,field.sensors_val0.S_Gy,field.sensors_val0.S_Gz,field.sensors_val0.number,field.sensors_val0.total_number,field.sensors_val1.header.seq,field.sensors_val1.header.stamp,field.sensors_val1.header.frame_id,field.sensors_val1.S_Ax,field.sensors_val1.S_Ay,field.sensors_val1.S_Az,field.sensors_val1.S_Mx,field.sensors_val1.S_My,field.sensors_val1.S_Mz,field.sensors_val1.S_Gx,field.sensors_val1.S_Gy,field.sensors_val1.S_Gz,field.sensors_val1.number,field.sensors_val1.total_number,field.sensors_val2.header.seq,field.sensors_val2.header.stamp,field.sensors_val2.header.frame_id,field.sensors_val2.S_Ax,field.sensors_val2.S_Ay,field.sensors_val2.S_Az,field.sensors_val2.S_Mx,field.sensors_val2.S_My,field.sensors_val2.S_Mz,field.sensors_val2.S_Gx,field.sensors_val2.S_Gy,field.sensors_val2.S_Gz,field.sensors_val2.number,field.sensors_val2.total_number,field.sensors_val3.header.seq,field.sensors_val3.header.stamp,field.sensors_val3.header.frame_id,field.sensors_val3.S_Ax,field.sensors_val3.S_Ay,field.sensors_val3.S_Az,field.sensors_val3.S_Mx,field.sensors_val3.S_My,field.sensors_val3.S_Mz,field.sensors_val3.S_Gx,field.sensors_val3.S_Gy,field.sensors_val3.S_Gz,field.sensors_val3.number,field.sensors_val3.total_number,field.sensors_val4.header.seq,field.sensors_val4.header.stamp,field.sensors_val4.header.frame_id,field.sensors_val4.S_Ax,field.sensors_val4.S_Ay,field.sensors_val4.S_Az,field.sensors_val4.S_Mx,field.sensors_val4.S_My,field.sensors_val4.S_Mz,field.sensors_val4.S_Gx,field.sensors_val4.S_Gy,field.sensors_val4.S_Gz,field.sensors_val4.number,field.sensors_val4.total_number,field.sensors_val5.header.seq,field.sensors_val5.header.stamp,field.sensors_val5.header.frame_id,field.sensors_val5.S_Ax,field.sensors_val5.S_Ay,field.sensors_val5.S_Az,field.sensors_val5.S_Mx,field.sensors_val5.S_My,field.sensors_val5.S_Mz,field.sensors_val5.S_Gx,field.sensors_val5.S_Gy,field.sensors_val5.S_Gz,field.sensors_val5.number,field.sensors_val5.total_number,field.sensors_val6.header.seq,field.sensors_val6.header.stamp,field.sensors_val6.header.frame_id,field.sensors_val6.S_Ax,field.sensors_val6.S_Ay,field.sensors_val6.S_Az,field.sensors_val6.S_Mx,field.sensors_val6.S_My,field.sensors_val6.S_Mz,field.sensors_val6.S_Gx,field.sensors_val6.S_Gy,field.sensors_val6.S_Gz,field.sensors_val6.number,field.sensors_val6.total_number,field.sensors_val7.header.seq,field.sensors_val7.header.stamp,field.sensors_val7.header.frame_id,field.sensors_val7.S_Ax,field.sensors_val7.S_Ay,field.sensors_val7.S_Az,field.sensors_val7.S_Mx,field.sensors_val7.S_My,field.sensors_val7.S_Mz,field.sensors_val7.S_Gx,field.sensors_val7.S_Gy,field.sensors_val7.S_Gz,field.sensors_val7.number,field.sensors_val7.total_number,field.sensors_val8.header.seq,field.sensors_val8.header.stamp,field.sensors_val8.header.frame_id,field.sensors_val8.S_Ax,field.sensors_val8.S_Ay,field.sensors_val8.S_Az,field.sensors_val8.S_Mx,field.sensors_val8.S_My,field.sensors_val8.S_Mz,field.sensors_val8.S_Gx,field.sensors_val8.S_Gy,field.sensors_val8.S_Gz,field.sensors_val8.number,field.sensors_val8.total_number
0,4953,0,,0,1374680215933360339,,-31.0,-253.0,-11.0,-138.0,1423.0,844.0,-34.0,7.0,-52.0,0,9,0,1374680215945132086,,-2.0,-12.0,239.0,132.0,-82.0,436.0,-96.0,-21.0,-18.0,1,9,0,1374680215953360925,,-2.0,22.0,253.0,-144.0,311.0,13.0,5.0,-2.0,-25.0,2,9,0,1374680215961363269,,9.0,-251.0,8.0,-239.0,1484.0,874.0,-3.0,26.0,-35.0,3,9,0,1374680215973388820,,237.0,61.0,10.0,-522.0,29.0,-426.0,3.0,36.0,-14.0,4,9,0,1374680215981361691,,228.0,-65.0,2.0,-4096.0,-1.0,-4096.0,3.0,-4.0,2.0,5,9,0,1374680215993359864,,247.0,-46.0,-10.0,-619.0,72.0,-907.0,-14.0,8.0,-44.0,6,9,0,1374680216005380246,,238.0,47.0,2.0,-4096.0,-153.0,1149.0,9.0,-8.0,11.0,7,9,0,1374680216053384043,,-260.0,2.0,16.0,4096.0,4096.0,-1337.0,-7.0,40.0,-12.0,8,9
0,4954,0,,0,1374680216069369455,,-31.0,-256.0,-14.0,-137.0,1427.0,844.0,-32.0,-2.0,-29.0,0,9,0,1374680216081400662,,-14.0,-9.0,245.0,132.0,-77.0,433.0,-91.0,-51.0,-11.0,1,9,0,1374680216088919355,,2.0,16.0,247.0,-144.0,303.0,13.0,-2.0,7.0,-24.0,2,9,0,1374680216096894391,,15.0,-250.0,3.0,-242.0,1485.0,870.0,0.0,32.0,-48.0,3,9,0,1374680216109398495,,232.0,54.0,7.0,-524.0,31.0,-428.0,0.0,14.0,-16.0,4,9,0,1374680216121361328,,242.0,-66.0,15.0,-4096.0,-1.0,-4096.0,-1.0,-4.0,12.0,5,9,0,1374680216125376573,,244.0,-47.0,-3.0,-623.0,74.0,-905.0,-12.0,7.0,-46.0,6,9,0,1374680216141366105,,236.0,51.0,-1.0,-4096.0,-149.0,1156.0,29.0,-13.0,-2.0,7,9,0,1374680216189373883,,-263.0,1.0,25.0,4096.0,4096.0,-1335.0,11.0,41.0,-20.0,8,9
0,4955,0,,0,1374680216205361809,,-26.0,-253.0,-15.0,-137.0,1426.0,844.0,-43.0,4.0,-32.0,0,9,0,1374680216217056731,,-13.0,-11.0,239.0,131.0,-82.0,434.0,-100.0,-25.0,-28.0,1,9,0,1374680216224979596,,-6.0,18.0,249.0,-142.0,306.0,14.0,3.0,15.0,-34.0,2,9,0,1374680216237405756,,18.0,-242.0,12.0,-239.0,1483.0,868.0,2.0,25.0,-36.0,3,9,0,1374680216245403281,,241.0,59.0,11.0,-523.0,29.0,-430.0,-3.0,10.0,-17.0,4,9,0,1374680216253361206,,233.0,-63.0,21.0,-4096.0,-6.0,-4096.0,-5.0,-8.0,10.0,5,9,0,1374680216265415042,,243.0,-49.0,-8.0,-621.0,72.0,-898.0,0.0,9.0,-21.0,6,9,0,1374680216277375082,,235.0,47.0,-4.0,-4096.0,-151.0,1163.0,34.0,-2.0,-2.0,7,9,0,1374680216325363932,,-258.0,-4.0,23.0,4096.0,4096.0,-1336.0,14.0,41.0,-10.0,8,9
0,4956,0,,0,1374680216344969427,,-35.0,-252.0,-18.0,-136.0,1428.0,848.0,-33.0,-2.0,-16.0,0,9,0,1374680216352922114,,-13.0,-2.0,235.0,131.0,-78.0,432.0,-100.0,-32.0,-22.0,1,9,0,1374680216361376959,,-4.0,23.0,250.0,-139.0,305.0,13.0,6.0,22.0,-26.0,2,9,0,1374680216373461735,,15.0,-245.0,12.0,-240.0,1483.0,868.0,4.0,6.0,-32.0,3,9,0,1374680216380903603,,236.0,60.0,12.0,-525.0,30.0,-432.0,3.0,33.0,-16.0,4,9,0,1374680216393484182,,234.0,-70.0,9.0,-4096.0,-4.0,-4096.0,-7.0,-10.0,7.0,5,9,0,1374680216400872272,,247.0,-60.0,-5.0,-619.0,72.0,-892.0,-9.0,-3.0,-34.0,6,9,0,1374680216412966058,,236.0,49.0,-12.0,-4096.0,-145.0,1175.0,19.0,-17.0,-5.0,7,9,0,1374680216464962960,,-259.0,-6.0,25.0,4096.0,4096.0,-1336.0,-6.0,43.0,-12.0,8,9
0,4957,0,,0,1374680216481149793,,-32.0,-256.0,-13.0,-140.0,1431.0,847.0,-25.0,0.0,-34.0,0,9,0,1374680216489390366,,-9.0,-8.0,241.0,130.0,-74.0,429.0,-100.0,0.0,-23.0,1,9,0,1374680216501379110,,-4.0,20.0,240.0,-140.0,304.0,12.0,-13.0,4.0,-40.0,2,9,0,1374680216513375258,,12.0,-238.0,7.0,-240.0,1486.0,865.0,-13.0,25.0,-32.0,3,9,0,1374680216521362726,,238.0,70.0,12.0,-522.0,33.0,-435.0,8.0,5.0,-19.0,4,9,0,1374680216533363203,,235.0,-66.0,13.0,-4096.0,-11.0,-4096.0,-9.0,-32.0,4.0,5,9,0,1374680216541367782,,251.0,-37.0,0.0,-620.0,73.0,-892.0,-1.0,26.0,7.0,6,9,0,1374680216553365117,,232.0,39.0,-4.0,-4096.0,-143.0,1182.0,11.0,3.0,18.0,7,9,0,1374680216597368056,,-260.0,2.0,22.0,4096.0,4096.0,-1337.0,-1.0,26.0,-7.0,8,9
0,4958,0,,0,1374680216613359893,,-34.0,-252.0,-9.0,-138.0,1415.0,853.0,-41.0,7.0,-40.0,0,9,0,1374680216621364402,,-14.0,-6.0,241.0,126.0,-68.0,443.0,-101.0,-57.0,-32.0,1,9,0,1374680216636837109,,-5.0,18.0,250.0,-138.0,303.0,26.0,4.0,49.0,-22.0,2,9,0,1374680216644896443,,16.0,-247.0,-1.0,-236.0,1461.0,866.0,1.0,10.0,-8.0,3,9,0,1374680216653359530,,248.0,53.0,12.0,-497.0,43.0,-449.0,7.0,47.0,5.0,4,9,0,1374680216661375214,,238.0,-66.0,15.0,-4096.0,-18.0,-4096.0,-8.0,-2.0,19.0,5,9,0,1374680216675201552,,247.0,-42.0,-6.0,-590.0,55.0,-882.0,-9.0,-3.0,-68.0,6,9,0,1374680216685368696,,233.0,50.0,-3.0,-4096.0,-145.0,1202.0,6.0,-3.0,-15.0,7,9,0,1374680216737396608,,-258.0,-5.0,17.0,4096.0,4096.0,-1344.0,-10.0,69.0,-14.0,8,9
0,4959,0,,0,1374680216753430699,,-23.0,-250.0,-15.0,-148.0,1411.0,853.0,-25.0,-8.0,-53.0,0,9,0,1374680216765389411,,1.0,-6.0,237.0,123.0,-68.0,450.0,-93.0,-40.0,-18.0,1,9,0,1374680216773446930,,-9.0,20.0,251.0,-135.0,302.0,31.0,-6.0,9.0,-37.0,2,9,0,1374680216781406321,,17.0,-252.0,3.0,-234.0,1455.0,865.0,-1.0,10.0,-48.0,3,9,0,1374680216793462532,,242.0,51.0,1.0,-497.0,47.0,-452.0,-1.0,-2.0,-5.0,4,9,0,1374680216801387213,,241.0,-75.0,12.0,-4096.0,-17.0,-4096.0,-6.0,-21.0,2.0,5,9,0,1374680216813382313,,242.0,-36.0,1.0,-589.0,51.0,-885.0,-7.0,2.0,-35.0,6,9,0,1374680216821360910,,232.0,44.0,-1.0,-4096.0,-149.0,1213.0,18.0,1.0,-3.0,7,9,0,1374680216873368638,,-258.0,-2.0,16.0,4096.0,4096.0,-1351.0,7.0,19.0,-3.0,8,9
0,4960,0,,0,1374680216889378354,,-23.0,-255.0,-9.0,-149.0,1414.0,858.0,-36.0,-3.0,-35.0,0,9,0,1374680216901359137,,-4.0,-3.0,237.0,120.0,-65.0,447.0,-97.0,-31.0,-18.0,1,9,0,1374680216909360782,,-2.0,14.0,250.0,-136.0,303.0,27.0,6.0,27.0,-30.0,2,9,0,1374680216921360911,,13.0,-251.0,1.0,-227.0,1455.0,865.0,0.0,35.0,-18.0,3,9,0,1374680216929358924,,244.0,49.0,4.0,-497.0,50.0,-453.0,-5.0,28.0,5.0,4,9,0,1374680216937361059,,232.0,-73.0,12.0,-4096.0,-22.0,-4096.0,-12.0,-1.0,14.0,5,9,0,1374680216948968609,,246.0,-41.0,-2.0,-591.0,50.0,-876.0,-1.0,-6.0,-40.0,6,9,0,1374680216957364229,,237.0,52.0,0.0,-4096.0,-147.0,1221.0,14.0,-5.0,-12.0,7,9,0,1374680217005384509,,-261.0,2.0,16.0,4096.0,4096.0,-1353.0,2.0,52.0,-15.0,8,9
0,4961,0,,0,1374680217025362886,,-16.0,-254.0,-9.0,-153.0,1416.0,857.0,-25.0,-16.0,-64.0,0,9,0,1374680217033366347,,-4.0,-3.0,241.0,121.0,-62.0,446.0,-97.0,-51.0,-17.0,1,9,0,1374680217041365688,,-16.0,13.0,254.0,-131.0,299.0,24.0,-17.0,44.0,-25.0,2,9,0,1374680217053363442,,6.0,-249.0,1.0,-226.0,1456.0,860.0,-7.0,23.0,-7.0,3,9,0,1374680217061463633,,234.0,45.0,2.0,-500.0,51.0,-458.0,1.0,10.0,14.0,4,9,0,1374680217073357882,,237.0,-74.0,5.0,-4096.0,-19.0,-4096.0,-4.0,-23.0,8.0,5,9,0,1374680217081369306,,245.0,-35.0,4.0,-590.0,47.0,-874.0,-6.0,17.0,-26.0,6,9,0,1374680217093077358,,231.0,61.0,1.0,-4096.0,-151.0,1228.0,16.0,4.0,-12.0,7,9,0,1374680217140880711,,-260.0,-4.0,10.0,4096.0,4096.0,-1356.0,-3.0,18.0,-12.0,8,9
0,4962,0,,0,1374680217157370446,,-16.0,-254.0,-4.0,-154.0,1418.0,859.0,-25.0,-10.0,-27.0,0,9,0,1374680217165357774,,-3.0,4.0,240.0,117.0,-60.0,445.0,-97.0,-5.0,-23.0,1,9,0,1374680217177378436,,-10.0,10.0,246.0,-128.0,298.0,27.0,3.0,1.0,-43.0,2,9,0,1374680217185367370,,8.0,-252.0,-2.0,-227.0,1457.0,860.0,-9.0,44.0,-39.0,3,9,0,1374680217197361842,,239.0,51.0,-1.0,-497.0,53.0,-462.0,-13.0,10.0,-9.0,4,9,0,1374680217209360643,,239.0,-82.0,2.0,-4096.0,-23.0,-4096.0,1.0,-7.0,-5.0,5,9,0,1374680217217357400,,241.0,-51.0,4.0,-588.0,44.0,-870.0,-1.0,10.0,-32.0,6,9,0,1374680217229367795,,232.0,52.0,4.0,-4096.0,-152.0,1236.0,20.0,-12.0,-10.0,7,9,0,1374680217277364188,,-252.0,9.0,17.0,4096.0,4096.0,-1356.0,19.0,31.0,-20.0,8,9
0,4963,0,,0,1374680217297363518,,-15.0,-255.0,-3.0,-156.0,1421.0,860.0,-27.0,-30.0,-36.0,0,9,0,1374680217301358369,,0.0,2.0,242.0,114.0,-60.0,445.0,-98.0,-54.0,-1.0,1,9,0,1374680217313357380,,-15.0,10.0,250.0,-129.0,298.0,29.0,-9.0,45.0,-2.0,2,9,0,1374680217325356322,,9.0,-249.0,-3.0,-221.0,1457.0,856.0,-13.0,15.0,7.0,3,9,0,1374680217329368424,,239.0,47.0,2.0,-500.0,54.0,-463.0,-4.0,3.0,32.0,4,9,0,1374680217341364292,,233.0,-87.0,2.0,-4096.0,-21.0,-4096.0,-7.0,-18.0,10.0,5,9,0,1374680217349375296,,250.0,-30.0,3.0,-593.0,43.0,-870.0,-18.0,8.0,-72.0,6,9,0,1374680217365369787,,227.0,56.0,0.0,-4096.0,-151.0,1237.0,22.0,-4.0,-9.0,7,9,0,1374680217413369044,,-265.0,10.0,7.0,4096.0,4096.0,-1357.0,-1.0,52.0,-7.0,8,9
0,4964,0,,0,1374680217429367027,,-16.0,-246.0,-1.0,-156.0,1416.0,861.0,-31.0,16.0,-18.0,0,9,0,1374680217441359962,,-2.0,-3.0,244.0,111.0,-63.0,441.0,-99.0,-39.0,-23.0,1,9,0,1374680217449362864,,-27.0,13.0,250.0,-127.0,298.0,27.0,4.0,19.0,-37.0,2,9,0,1374680217457361297,,10.0,-254.0,0.0,-223.0,1457.0,859.0,-9.0,27.0,-27.0,3,9,0,1374680217469391527,,248.0,44.0,-4.0,-502.0,56.0,-463.0,-10.0,25.0,-11.0,4,9,0,1374680217477360138,,232.0,-86.0,5.0,-4096.0,-20.0,-4096.0,3.0,-5.0,11.0,5,9,0,1374680217489357054,,247.0,-32.0,5.0,-590.0,43.0,-869.0,-10.0,0.0,-40.0,6,9,0,1374680217497359258,,237.0,57.0,7.0,-4096.0,-156.0,1243.0,10.0,-1.0,-4.0,7,9,0,1374680217549416153,,-261.0,6.0,5.0,4096.0,4096.0,-1357.0,13.0,45.0,-7.0,8,9
0,4965,0,,0,1374680217569415273,,-23.0,-253.0,-3.0,-158.0,1419.0,862.0,-21.0,-1.0,-18.0,0,9,0,1374680217577360906,,-5.0,15.0,236.0,113.0,-58.0,446.0,-97.0,-35.0,-29.0,1,9,0,1374680217585360806,,-22.0,12.0,252.0,-126.0,296.0,30.0,2.0,9.0,-41.0,2,9,0,1374680217597358629,,6.0,-244.0,-7.0,-219.0,1455.0,859.0,0.0,15.0,-32.0,3,9,0,1374680217605362789,,243.0,37.0,3.0,-503.0,55.0,-468.0,6.0,27.0,-6.0,4,9,0,1374680217613379450,,234.0,-79.0,5.0,-4096.0,-21.0,-4096.0,-11.0,-21.0,5.0,5,9,0,1374680217625359046,,252.0,-45.0,1.0,-592.0,43.0,-868.0,-2.0,0.0,-45.0,6,9,0,1374680217633359853,,225.0,43.0,6.0,-4096.0,-156.0,1243.0,20.0,-12.0,-5.0,7,9,0,1374680217681362532,,-253.0,5.0,9.0,4096.0,4096.0,-1359.0,-3.0,17.0,-7.0,8,9
0,4966,0,,0,1374680217697372249,,-22.0,-253.0,-6.0,-161.0,1420.0,861.0,-37.0,-8.0,-40.0,0,9,0,1374680217709005571,,0.0,0.0,240.0,112.0,-57.0,442.0,-85.0,-43.0,-5.0,1,9,0,1374680217717362219,,-16.0,16.0,250.0,-123.0,297.0,25.0,-4.0,30.0,-30.0,2,9,0,1374680217729391262,,5.0,-246.0,1.0,-216.0,1454.0,859.0,-7.0,27.0,-38.0,3,9,0,1374680217739487378,,239.0,51.0,5.0,-505.0,61.0,-469.0,-5.0,17.0,-9.0,4,9,0,1374680217749360141,,235.0,-77.0,2.0,-4096.0,-21.0,-4096.0,-2.0,-9.0,8.0,5,9,0,1374680217757359621,,250.0,-30.0,2.0,-593.0,40.0,-865.0,-9.0,9.0,-27.0,6,9,0,1374680217767754169,,236.0,57.0,0.0,-4096.0,-156.0,1250.0,19.0,-15.0,-3.0,7,9,0,1374680217813445730,,-264.0,5.0,8.0,4096.0,4096.0,-1360.0,6.0,32.0,-9.0,8,9
0,4967,0,,0,1374680217833008482,,-15.0,-251.0,-6.0,-159.0,1421.0,865.0,-32.0,1.0,-15.0,0,9,0,1374680217837359733,,1.0,-3.0,240.0,111.0,-58.0,447.0,-90.0,-12.0,-29.0,1,9,0,1374680217849364680,,-8.0,14.0,253.0,-125.0,299.0,27.0,-2.0,2.0,-26.0,2,9,0,1374680217857395310,,6.0,-252.0,2.0,-218.0,1454.0,858.0,0.0,33.0,-29.0,3,9,0,1374680217869389432,,245.0,56.0,6.0,-504.0,58.0,-467.0,3.0,17.0,-5.0,4,9,0,1374680217881361694,,237.0,-75.0,-3.0,-4096.0,-22.0,-4096.0,-7.0,-2.0,5.0,5,9,0,1374680217889359289,,248.0,-43.0,4.0,-590.0,43.0,-867.0,-5.0,4.0,-29.0,6,9,0,1374680217900938484,,229.0,54.0,3.0,-4096.0,-158.0,1249.0,31.0,-7.0,-5.0,7,9,0,1374680217945362635,,-260.0,4.0,7.0,4096.0,4096.0,-1361.0,11.0,28.0,-7.0,8,9
0,4968,0,,0,1374680217961074688,,-24.0,-255.0,-6.0,-162.0,1419.0,864.0,-34.0,1.0,-28.0,0,9,0,1374680217973419553,,1.0,-3.0,240.0,106.0,-57.0,443.0,-101.0,-31.0,-25.0,1,9,0,1374680217981358341,,-16.0,14.0,248.0,-122.0,297.0,31.0,-5.0,7.0,-40.0,2,9,0,1374680217989364526,,10.0,-250.0,0.0,-216.0,1455.0,859.0,-8.0,27.0,-39.0,3,9,0,1374680218000865709,,244.0,49.0,11.0,-506.0,62.0,-468.0,1.0,13.0,-11.0,4,9,0,1374680218013361710,,237.0,-76.0,12.0,-4096.0,-23.0,-4096.0,-6.0,-18.0,3.0,5,9,0,1374680218021374461,,249.0,-35.0,-2.0,-589.0,41.0,-867.0,2.0,1.0,-19.0,6,9,0,1374680218029373033,,232.0,50.0,5.0,-4096.0,-160.0,1248.0,24.0,-3.0,3.0,7,9,0,1374680218081365954,,-263.0,3.0,10.0,4096.0,4096.0,-1364.0,5.0,29.0,-9.0,8,9
0,4969,0,,0,1374680218097412197,,-19.0,-252.0,-10.0,-161.0,1421.0,860.0,-34.0,-7.0,-40.0,0,9,0,1374680218109202383,,-1.0,1.0,244.0,108.0,-58.0,445.0,-93.0,-29.0,-17.0,1,9,0,1374680218117627825,,-12.0,17.0,247.0,-126.0,295.0,25.0,1.0,3.0,-34.0,2,9,0,1374680218125524778,,8.0,-243.0,3.0,-217.0,1457.0,854.0,-3.0,28.0,-29.0,3,9,0,1374680218137379497,,242.0,54.0,4.0,-503.0,59.0,-467.0,1.0,16.0,-3.0,4,9,0,1374680218145502457,,235.0,-73.0,4.0,-4096.0,-23.0,-4096.0,-3.0,-8.0,4.0,5,9,0,1374680218157397056,,248.0,-43.0,1.0,-590.0,37.0,-865.0,-9.0,-4.0,-27.0,6,9,0,1374680218164911069,,238.0,55.0,1.0,-4096.0,-157.0,1248.0,20.0,-11.0,-6.0,7,9,0,1374680218213364853,,-262.0,1.0,11.0,4096.0,4096.0,-1362.0,3.0,22.0,-6.0,8,9
0,4970,0,,0,1374680218233186995,,-19.0,-251.0,-8.0,-161.0,1423.0,864.0,-31.0,-1.0,-7.0,0,9,0,1374680218241457460,,-3.0,-1.0,240.0,110.0,-60.0,443.0,-92.0,-13.0,-25.0,1,9,0,1374680218248898629,,-12.0,16.0,249.0,-122.0,297.0,27.0,-5.0,8.0,-43.0,2,9,0,1374680218261359780,,9.0,-250.0,-1.0,-218.0,1456.0,857.0,-12.0,30.0,-29.0,3,9,0,1374680218269356886,,240.0,53.0,8.0,-504.0,58.0,-466.0,-5.0,11.0,-9.0,4,9,0,1374680218277420830,,235.0,-75.0,10.0,-4096.0,-22.0,-4096.0,-15.0,-11.0,7.0,5,9,0,1374680218289392603,,252.0,-45.0,-2.0,-590.0,41.0,-865.0,-1.0,7.0,-30.0,6,9,0,1374680218301364655,,237.0,48.0,1.0,-4096.0,-160.0,1247.0,33.0,-3.0,-6.0,7,9,0,1374680218345365359,,-260.0,1.0,9.0,4096.0,4096.0,-1360.0,11.0,29.0,-10.0,8,9
0,4971,0,,0,1374680218361363412,,-22.0,-256.0,-8.0,-162.0,1420.0,862.0,-48.0,0.0,-34.0,0,9,0,1374680218369371553,,-3.0,-5.0,244.0,108.0,-61.0,444.0,-94.0,-35.0,-20.0,1,9,0,1374680218377361604,,-6.0,8.0,248.0,-124.0,299.0,29.0,-9.0,2.0,-27.0,2,9,0,1374680218393363638,,10.0,-243.0,3.0,-217.0,1459.0,859.0,4.0,21.0,-42.0,3,9,0,1374680218400972077,,241.0,58.0,5.0,-502.0,58.0,-470.0,4.0,18.0,-10.0,4,9,0,1374680218413372955,,231.0,-78.0,9.0,-4096.0,-24.0,-4096.0,-18.0,-10.0,6.0,5,9,0,1374680218421433058,,247.0,-41.0,0.0,-591.0,41.0,-864.0,-2.0,2.0,-12.0,6,9,0,1374680218433363904,,233.0,53.0,-2.0,-4096.0,-158.0,1252.0,13.0,-7.0,11.0,7,9,0,1374680218477364119,,-263.0,0.0,13.0,4096.0,4096.0,-1361.0,7.0,34.0,-10.0,8,9
0,4972,0,,0,1374680218493362800,,-15.0,-255.0,-11.0,-160.0,1417.0,859.0,-31.0,3.0,-22.0,0,9,0,1374680218501359627,,-6.0,-7.0,245.0,113.0,-63.0,445.0,-91.0,-20.0,-20.0,1,9,0,1374680218512920174,,-8.0,16.0,247.0,-119.0,295.0,28.0,-3.0,18.0,-31.0,2,9,0,1374680218521238550,,11.0,-250.0,3.0,-217.0,1455.0,858.0,-16.0,-7.0,-7.0,3,9,0,1374680218533364043,,242.0,55.0,5.0,-502.0,59.0,-465.0,17.0,13.0,-1.0,4,9,0,1374680218541362546,,232.0,-78.0,6.0,-4096.0,-24.0,-4096.0,-9.0,-20.0,11.0,5,9,0,1374680218549360630,,247.0,-44.0,2.0,-590.0,40.0,-866.0,-2.0,23.0,-17.0,6,9,0,1374680218565374117,,232.0,60.0,3.0,-4096.0,-157.0,1251.0,17.0,2.0,-9.0,7,9,0,1374680218613362200,,-261.0,4.0,15.0,4096.0,4096.0,-1360.0,-1.0,40.0,2.0,8,9
0,4973,0,,0,1374680218629362767,,-8.0,-250.0,-8.0,-161.0,1420.0,861.0,-19.0,-6.0,-44.0,0,9,0,1374680218641380775,,4.0,-3.0,236.0,110.0,-59.0,445.0,-92.0,-38.0,-26.0,1,9,0,1374680218648913436,,-15.0,12.0,253.0,-123.0,293.0,28.0,-6.0,7.0,-44.0,2,9,0,1374680218657399291,,8.0,-251.0,1.0,-215.0,1458.0,855.0,-6.0,32.0,-40.0,3,9,0,1374680218669358633,,247.0,47.0,-1.0,-503.0,57.0,-471.0,-12.0,33.0,-3.0,4,9,0,1374680218676898418,,233.0,-84.0,5.0,-4096.0,-21.0,-4096.0,-12.0,-6.0,1.0,5,9,0,1374680218689361454,,250.0,-45.0,0.0,-593.0,41.0,-866.0,-2.0,-3.0,-34.0,6,9,0,1374680218697363728,,230.0,51.0,0.0,-4096.0,-160.0,1249.0,17.0,-16.0,-2.0,7,9,0,1374680218748871392,,-264.0,2.0,5.0,4096.0,4096.0,-1361.0,9.0,18.0,-10.0,8,9
0,4974,0,,0,1374680218764894727,,-20.0,-256.0,-14.0,-160.0,1419.0,864.0,-37.0,-2.0,-6.0,0,9,0,1374680218776896672,,-5.0,-5.0,243.0,110.0,-61.0,442.0,-92.0,-8.0,-15.0,1,9,0,1374680218785361086,,-10.0,18.0,252.0,-124.0,295.0,29.0,-9.0,0.0,-38.0,2,9,0,1374680218793408896,,10.0,-255.0,-1.0,-218.0,1458.0,858.0,0.0,18.0,-63.0,3,9,0,1374680218805365164,,244.0,47.0,6.0,-498.0,58.0,-469.0,-1.0,6.0,-20.0,4,9,0,1374680218813361153,,234.0,-81.0,12.0,-4096.0,-20.0,-4096.0,-3.0,-18.0,2.0,5,9,0,1374680218825356881,,246.0,-34.0,-2.0,-589.0,40.0,-867.0,8.0,18.0,1.0,6,9,0,1374680218833358736,,231.0,49.0,1.0,-4096.0,-157.0,1249.0,22.0,10.0,12.0,7,9,0,1374680218881360927,,-261.0,2.0,8.0,4096.0,4096.0,-1361.0,11.0,36.0,-5.0,8,9
0,4975,0,,0,1374680218897360027,,-21.0,-253.0,-11.0,-157.0,1422.0,860.0,-37.0,3.0,-33.0,0,9,0,1374680218909359736,,-5.0,0.0,242.0,112.0,-57.0,446.0,-86.0,-34.0,-18.0,1,9,0,1374680218917360963,,-14.0,13.0,247.0,-122.0,297.0,27.0,-11.0,26.0,-16.0,2,9,0,1374680218929359345,,8.0,-248.0,-1.0,-219.0,1454.0,857.0,-12.0,6.0,-6.0,3,9,0,1374680218937362807,,237.0,61.0,2.0,-502.0,55.0,-468.0,3.0,16.0,16.0,4,9,0,1374680218949361259,,228.0,-76.0,7.0,-4096.0,-22.0,-4096.0,-6.0,-3.0,9.0,5,9,0,1374680218957358784,,237.0,-39.0,2.0,-591.0,41.0,-866.0,-12.0,0.0,-38.0,6,9,0,1374680218968974017,,231.0,62.0,6.0,-4096.0,-160.0,1250.0,26.0,-3.0,-10.0,7,9,0,1374680219015454506,,-264.0,3.0,7.0,4096.0,4096.0,-1362.0,6.0,23.0,-5.0,8,9
